timestamp,cpu_r,load_1,load_5,mem_u,total_mem,disk_q,disk_r,disk_w,disk_u,eth1_fi,eth1_fo,in_errs,tcp_timeouts
44,0.032258,0.029661,0.046823,0.910256,0.0,0.012489,0.0,0.038355,0.013699,0.053139,0.034809,0.0,2.2e-05
45,0.032258,0.010593,0.036789,0.910256,0.0,0.012489,0.0,0.035859,0.013699,0.041595,0.030133,0.0,4.5e-05
46,0.032258,0.018008,0.033445,0.910256,0.0,0.012773,0.0,0.036471,0.013699,0.045747,0.031782,0.0,1.1e-05
47,0.032258,0.055085,0.041249,0.910256,0.0,0.012773,0.002211,0.03461,0.013699,0.049911,0.033958,0.0,4.5e-05
48,0.032258,0.027542,0.035674,0.910256,0.0,0.010219,0.0,0.033114,0.013699,0.044823,0.030264,0.0,2.2e-05
49,0.032258,0.027542,0.03233,0.912821,0.0,0.013199,0.0,0.037822,0.013699,0.043874,0.032335,0.0,3.4e-05
50,0.043011,0.013771,0.026756,0.910256,0.0,0.013483,0.0,0.03749,0.013699,0.051685,0.032887,0.0,3.4e-05
51,0.043011,0.023305,0.027871,0.953846,0.0,0.011638,0.0,0.032324,0.013699,0.057131,0.032151,0.0,3.4e-05
52,0.043011,0.126059,0.056856,0.964103,0.0,0.014192,0.0,0.040777,0.013699,0.045722,0.03015,0.0,3.4e-05
53,0.032258,0.060381,0.050167,0.925641,0.0,0.010219,0.0,0.035905,0.0,0.048655,0.032765,0.0,5.6e-05
54,0.032258,0.029661,0.042363,0.928205,0.0,0.012773,0.0,0.03476,0.013699,0.048396,0.032352,0.0,4.5e-05
55,0.032258,0.027542,0.039019,0.930769,0.0,0.011922,0.0,0.031922,0.013699,0.042913,0.030387,0.0,3.4e-05
56,0.043011,0.026483,0.036789,0.928205,0.0,0.012064,0.000122,0.033105,0.013699,0.044675,0.033887,0.0,1.1e-05
57,0.032258,0.028602,0.03456,0.928205,0.0,0.011638,0.0,0.030664,0.013699,0.040695,0.029957,0.0,3.4e-05
58,0.032258,0.026483,0.03233,0.928205,0.0,0.010077,0.0,0.032057,0.013699,0.04624,0.033247,0.0,2.2e-05
59,0.032258,0.036017,0.031215,0.925641,0.0,0.012206,0.0,0.039828,0.013699,0.045685,0.030747,0.0,2.2e-05
60,0.032258,0.112288,0.049052,0.925641,0.0,0.011354,0.000122,0.036677,0.013699,0.050355,0.034651,0.0,3.4e-05
61,0.021505,0.04661,0.041249,0.925641,0.0,0.011212,0.000244,0.033647,0.013699,0.045094,0.029528,0.0,4.5e-05
62,0.032258,0.027542,0.035674,0.925641,0.0,0.013341,0.0,0.039197,0.013699,0.052659,0.030896,0.0,3.4e-05
63,0.032258,0.019068,0.031215,0.930769,0.0,0.011638,0.0,0.041643,0.013699,0.039254,0.028957,0.0,4.5e-05
64,0.032258,0.026483,0.031215,0.925641,0.0,0.012064,0.0,0.036008,0.013699,0.040412,0.027343,0.0,1.1e-05
65,0.032258,0.022246,0.028986,0.925641,0.0,0.011354,0.0,0.032015,0.013699,0.046129,0.030896,0.0,3.4e-05
66,0.021505,0.027542,0.028986,0.923077,0.0,0.010644,0.000366,0.03093,0.013699,0.044909,0.028282,0.0,3.4e-05
67,0.021505,0.048729,0.03233,0.923077,0.0,0.007948,0.0,0.014602,0.013699,0.047336,0.02994,0.0,5.6e-05
68,0.021505,0.03178,0.028986,0.923077,0.0,0.012206,0.000366,0.046337,0.013699,0.045882,0.02894,0.0,2.2e-05
69,0.021505,0.028602,0.027871,0.920513,0.0,0.012773,0.0,0.045397,0.013699,0.04311,0.029159,0.0,3.4e-05
70,0.032258,0.026483,0.026756,0.923077,0.0,0.010502,0.0,0.042924,0.013699,0.042987,0.028878,0.0,2.2e-05
71,0.032258,0.029661,0.028986,0.923077,0.0,0.010786,0.0,0.030149,0.013699,0.040338,0.027405,0.0,4.5e-05
72,0.021505,0.027542,0.028986,0.928205,0.0,0.011638,0.0,0.035756,0.027397,0.043307,0.028992,0.0,2.2e-05
73,0.032258,0.01589,0.023411,0.928205,0.0,0.010786,0.0,0.037163,0.0,0.043973,0.028738,0.0,3.4e-05
74,0.021505,0.018008,0.021182,0.925641,0.0,0.011354,0.0,0.03497,0.0,0.032354,0.026615,0.0,3.4e-05
75,0.021505,0.006356,0.016722,0.928205,0.0,0.008941,0.0,0.032693,0.013699,0.036802,0.02608,0.0,4.5e-05
76,0.021505,0.011653,0.015608,0.923077,0.0,0.009935,0.0,0.033048,0.013699,0.041693,0.028431,0.0,2.2e-05
77,0.021505,0.012712,0.014493,0.923077,0.0,0.009083,0.0,0.031108,0.0,0.037862,0.026291,0.0,2.2e-05
78,0.021505,0.010593,0.012263,0.923077,0.0,0.007948,0.0,0.025913,0.0,0.038022,0.025896,0.0,1.1e-05
79,0.032258,0.016949,0.013378,0.923077,0.0,0.010644,0.0,0.033843,0.0,0.048186,0.028045,0.0,4.5e-05
80,0.021505,0.038136,0.018952,0.925641,0.0,0.008374,0.0,0.031664,0.0,0.034042,0.025045,0.0,2.2e-05
81,0.021505,0.032839,0.021182,0.923077,0.0,0.009651,0.0,0.029168,0.0,0.043923,0.027922,0.0,3.4e-05
82,0.021505,0.023305,0.018952,0.925641,0.0,0.011496,0.0,0.036794,0.013699,0.042568,0.026343,0.0,1.1e-05
83,0.021505,0.040254,0.024526,0.920513,0.0,0.008657,0.0,0.033399,0.0,0.041718,0.027966,0.0,3.4e-05
84,0.021505,0.032839,0.024526,0.917949,0.0,0.008799,0.000366,0.049222,0.013699,0.035742,0.025177,0.0,2.2e-05
85,0.010753,0.114407,0.044593,0.923077,0.0,0.00738,0.000122,0.044822,0.0,0.039426,0.025054,0.0,4.5e-05
86,0.021505,0.073093,0.043478,0.920513,0.0,0.008374,0.000244,0.041909,0.0,0.04003,0.026431,0.0,1.1e-05
87,0.010753,0.034958,0.036789,0.923077,0.0,0.00738,0.0,0.041371,0.0,0.035607,0.024264,0.0,4.5e-05
88,0.021505,0.024364,0.03233,0.923077,0.0,0.007948,0.0,0.046159,0.0,0.036248,0.026624,0.0,2.2e-05
89,0.021505,0.051907,0.042363,0.923077,0.0,0.009367,0.0,0.035798,0.013699,0.034868,0.024413,0.0,3.4e-05
90,0.021505,0.036017,0.039019,0.920513,0.0,0.007806,0.0,0.03022,0.0,0.032551,0.02522,0.0,3.4e-05
91,0.021505,0.040254,0.039019,0.920513,0.0,0.009651,0.000122,0.026615,0.013699,0.037591,0.025141,0.0,2.2e-05
92,0.021505,0.023305,0.03233,0.920513,0.0,0.010644,0.0,0.032445,0.027397,0.041336,0.026817,0.0,2.2e-05
93,0.010753,0.013771,0.026756,0.920513,0.0,0.008515,0.000122,0.033451,0.0,0.038207,0.025545,0.0,2.2e-05
94,0.021505,0.025424,0.024526,0.9,0.0,0.008657,0.0,0.031281,0.0,0.040141,0.025957,0.0,4.5e-05
95,0.010753,0.009534,0.020067,0.882051,0.0,0.008657,0.0,0.030192,0.0,0.031061,0.024264,0.0,2.2e-05
96,0.021505,0.024364,0.022297,0.887179,0.0,0.008515,0.000122,0.029635,0.0,0.0455,0.025826,0.0,4.5e-05
97,0.021505,0.043432,0.026756,0.897436,0.0,0.005393,0.0,0.012082,0.0,0.040264,0.028308,0.0,4.5e-05
98,0.010753,0.029661,0.024526,0.910256,0.0,0.008799,0.0,0.038954,0.013699,0.026391,0.022273,0.0,2.2e-05
99,0.021505,0.021186,0.023411,0.917949,0.0,0.008799,0.0,0.030898,0.0,0.044564,0.028229,0.0,4.5e-05
100,0.010753,0.008475,0.017837,0.920513,0.0,0.00809,0.0,0.029939,0.0,0.03005,0.022712,0.0,1.1e-05
101,0.021505,0.080508,0.042363,0.917949,0.0,0.007806,0.0,0.025516,0.0,0.035964,0.024896,0.0,3.4e-05
102,0.021505,0.074153,0.051282,0.917949,0.0,0.009793,0.0,0.032586,0.0,0.042925,0.027554,0.0,1.1e-05
103,0.021505,0.048729,0.046823,0.915385,0.0,0.009225,0.0,0.036186,0.0,0.037406,0.026282,0.0,4.5e-05
104,0.021505,0.044492,0.045708,0.915385,0.0,0.007522,0.0,0.030224,0.0,0.045525,0.029229,0.0,2.2e-05
105,0.021505,0.01589,0.036789,0.920513,0.0,0.006812,0.0,0.025656,0.0,0.045648,0.02765,0.0,4.5e-05
106,0.032258,0.03178,0.036789,0.925641,0.0,0.008232,0.0,0.035522,0.0,0.034708,0.026747,0.0,2.2e-05
107,0.021505,0.037076,0.036789,0.923077,0.0,0.008515,0.0,0.026839,0.0,0.034966,0.024098,0.0,3.4e-05
108,0.032258,0.036017,0.036789,0.915385,0.0,0.006245,0.0,0.028536,0.0,0.044256,0.028291,0.0,4.5e-05
109,0.010753,0.034958,0.035674,0.917949,0.0,0.009083,0.0,0.028999,0.0,0.027278,0.021869,0.0,2.2e-05
110,0.021505,0.020127,0.031215,0.917949,0.0,0.006954,0.0,0.030215,0.0,0.043468,0.026791,0.0,2.2e-05
111,0.032258,0.018008,0.027871,0.917949,0.0,0.009083,0.0,0.041399,0.0,0.047558,0.027238,0.0,2.2e-05
112,0.021505,0.011653,0.023411,0.917949,0.0,0.008941,0.0,0.036036,0.0,0.039291,0.025782,0.0,3.4e-05
113,0.032258,0.022246,0.023411,0.915385,0.0,0.007806,0.0,0.041437,0.013699,0.036235,0.024764,0.0,2.2e-05
114,0.021505,0.018008,0.021182,0.912821,0.0,0.007948,0.0,0.044556,0.0,0.036703,0.023957,0.0,4.5e-05
115,0.021505,0.010593,0.017837,0.915385,0.0,0.007664,0.000122,0.040174,0.0,0.042051,0.024975,0.0,4.5e-05
116,0.010753,0.038136,0.022297,0.917949,0.0,0.007096,0.0,0.039225,0.0,0.037283,0.023483,0.0,3.4e-05
117,0.021505,0.013771,0.016722,0.917949,0.0,0.007664,0.000122,0.03749,0.0,0.031406,0.023931,0.0,1.1e-05
118,0.021505,0.033898,0.022297,0.912821,0.0,0.007806,0.0,0.044864,0.013699,0.033623,0.022843,0.0,4.5e-05
119,0.021505,0.019068,0.018952,0.915385,0.0,0.007806,0.0,0.036307,0.0,0.035397,0.023773,0.0,1.1e-05
120,0.021505,0.014831,0.015608,0.917949,0.0,0.007522,0.000122,0.043849,0.0,0.030013,0.02151,0.0,4.5e-05
121,0.021505,0.005297,0.012263,0.917949,0.0,0.006812,0.0,0.036457,0.0,0.033537,0.02279,0.0,3.4e-05
122,0.021505,0.03178,0.016722,0.917949,0.0,0.00809,0.0,0.03403,0.0,0.031024,0.020799,0.0,3.4e-05
123,0.010753,0.01589,0.014493,0.915385,0.0,0.007806,0.0,0.043176,0.0,0.0395,0.02329,0.0,3.4e-05
124,0.010753,0.006356,0.011148,0.915385,0.0,0.007238,0.0,0.040548,0.0,0.033796,0.021352,0.0,2.2e-05
125,0.010753,0.002119,0.007804,0.917949,0.0,0.007238,0.0,0.039005,0.0,0.035262,0.022404,0.0,3.4e-05
126,0.010753,0.019068,0.010033,0.917949,0.0,0.00738,0.0,0.039337,0.0,0.025122,0.019036,0.0,2.2e-05
127,0.010753,0.029661,0.016722,0.917949,0.0,0.006529,0.0,0.036205,0.0,0.045562,0.023992,0.0,4.5e-05
128,0.010753,0.01589,0.013378,0.915385,0.0,0.006387,0.0,0.029168,0.013699,0.039377,0.022948,0.0,3.4e-05
129,0.010753,0.034958,0.018952,0.912821,0.0,0.008232,0.0,0.04471,0.013699,0.037209,0.022185,0.0,3.4e-05
130,0.010753,0.012712,0.014493,0.917949,0.0,0.006103,0.000122,0.028471,0.0,0.031812,0.020703,0.0,5.6e-05
131,0.010753,0.008475,0.012263,0.915385,0.0,0.006387,0.0,0.037308,0.0,0.036531,0.020632,0.0,2.2e-05
132,0.010753,0.011653,0.012263,0.915385,0.0,0.00738,0.0,0.041886,0.013699,0.033956,0.021352,0.0,1.1e-05
133,0.010753,0.01589,0.012263,0.917949,0.0,0.009225,0.0,0.063824,0.0,0.033463,0.020527,0.0,2.2e-05
134,0.021505,0.014831,0.011148,0.920513,0.0,0.006812,0.0,0.037116,0.0,0.032305,0.023562,0.0,4.5e-05
135,0.021505,0.009534,0.010033,0.917949,0.0,0.006954,0.0,0.036102,0.0,0.029767,0.019457,0.0,3.4e-05
136,0.021505,0.020127,0.010033,0.915385,0.0,0.006954,0.0,0.035073,0.0,0.03642,0.023361,0.0,2.2e-05
137,0.021505,0.025424,0.012263,0.915385,0.0,0.006245,0.0,0.035195,0.0,0.029816,0.019685,0.0,2.2e-05
138,0.021505,0.020127,0.012263,0.907692,0.0,0.006103,0.0,0.039057,0.013699,0.041274,0.02494,0.0,1.1e-05
139,0.021505,0.023305,0.014493,0.907692,0.0,0.007806,0.0,0.034446,0.0,0.028116,0.020334,0.0,2.2e-05
140,0.021505,0.038136,0.020067,0.915385,0.0,0.00667,0.0,0.035868,0.0,0.030765,0.019624,0.0,4.5e-05
141,0.021505,0.013771,0.015608,0.915385,0.0,0.005251,0.0,0.035414,0.013699,0.035705,0.02172,0.0,4.5e-05
142,0.021505,0.008475,0.013378,0.915385,0.0,0.006245,0.0,0.035307,0.0,0.027266,0.017974,0.0,2.2e-05
143,0.021505,0.037076,0.018952,0.915385,0.0,0.006387,0.0,0.044775,0.0,0.037258,0.022668,0.0,3.4e-05
144,0.021505,0.036017,0.020067,0.915385,0.0,0.005393,0.0,0.037944,0.0,0.022744,0.018036,0.0,2.2e-05
145,0.021505,0.012712,0.015608,0.915385,0.0,0.005109,0.0,0.034316,0.0,0.037418,0.023457,0.0,3.4e-05
146,0.010753,0.013771,0.014493,0.917949,0.0,0.005961,0.0,0.041727,0.0,0.029249,0.018553,0.0,3.4e-05
147,0.021505,0.005297,0.010033,0.917949,0.0,0.005677,0.0,0.031262,0.0,0.029594,0.021729,0.0,1.1e-05
148,0.021505,0.002119,0.007804,0.910256,0.0,0.006387,0.0,0.038145,0.0,0.030334,0.018887,0.0,1.1e-05
149,0.021505,0.01589,0.008919,0.910256,0.0,0.006954,0.0,0.038187,0.0,0.035422,0.020589,0.0,3.4e-05
150,0.021505,0.014831,0.008919,0.912821,0.0,0.004684,0.0,0.037392,0.013699,0.023607,0.018896,0.0,4.5e-05
151,0.021505,0.024364,0.011148,0.910256,0.0,0.004825,0.0,0.032562,0.0,0.028695,0.019975,0.0,5.6e-05
152,0.021505,0.024364,0.014493,0.912821,0.0,0.005677,0.0,0.037257,0.0,0.028609,0.018659,0.0,3.4e-05
153,0.010753,0.027542,0.015608,0.915385,0.0,0.005677,0.0,0.039782,0.0,0.025615,0.017878,0.0,4.5e-05
154,0.010753,0.037076,0.018952,0.917949,0.0,0.006529,0.0,0.038603,0.0,0.03435,0.022413,0.0,4.5e-05
155,0.010753,0.013771,0.014493,0.917949,0.0,0.005109,0.0,0.038977,0.0,0.027451,0.017887,0.0,2.2e-05
156,0.010753,0.032839,0.018952,0.917949,0.0,0.0044,0.0,0.032815,0.0,0.034424,0.020238,0.0,3.4e-05
157,0.010753,0.027542,0.020067,0.917949,0.0,0.007238,0.0,0.041773,0.0,0.033229,0.019615,0.0,1.1e-05
158,0.010753,0.009534,0.015608,0.912821,0.0,0.006103,0.0,0.041717,0.013699,0.029397,0.019852,0.0,4.5e-05
159,0.010753,0.025424,0.017837,0.912821,0.0,0.004967,0.000122,0.036102,0.0,0.029139,0.018975,0.0,1.1e-05
160,0.021505,0.020127,0.016722,0.917949,0.0,0.005677,0.0,0.036541,0.013699,0.034301,0.021369,0.0,4.5e-05
161,0.021505,0.007415,0.012263,0.917949,0.0,0.004967,0.0,0.03087,0.0,0.029348,0.020089,0.0,4.5e-05
162,0.021505,0.060381,0.028986,0.912821,0.0,0.004825,0.0,0.031576,0.0,0.035471,0.021176,0.0,4.5e-05
163,0.021505,0.045551,0.027871,0.910256,0.0,0.0044,0.0,0.057564,0.0,0.024691,0.019053,0.0,3.4e-05
164,0.021505,0.039195,0.026756,0.915385,0.0,0.005109,0.0,0.039908,0.013699,0.026157,0.019352,0.0,3.4e-05
165,0.032258,0.060381,0.036789,0.917949,0.0,0.0044,0.000977,0.042166,0.013699,0.029003,0.018317,0.0,3.4e-05
166,0.021505,0.043432,0.03456,0.917949,0.0,0.005109,0.000122,0.035312,0.0,0.027069,0.018676,0.0,4.5e-05
167,0.021505,0.029661,0.03233,0.915385,0.0,0.004542,0.0,0.020274,0.0,0.029274,0.019387,0.0,3.4e-05
168,0.021505,0.026483,0.0301,0.910256,0.0,0.00667,0.000122,0.048502,0.013699,0.030802,0.019992,0.0,1.1e-05
169,0.021505,0.026483,0.0301,0.912821,0.0,0.0044,0.0,0.02617,0.0,0.039476,0.022887,0.0,5.6e-05
170,0.021505,0.025424,0.027871,0.920513,0.0,0.004542,0.0,0.034587,0.0,0.039697,0.021826,0.0,2.2e-05
171,0.021505,0.076271,0.041249,0.920513,0.0,0.004542,0.0,0.047024,0.0,0.030543,0.021457,0.0,7.9e-05
172,0.021505,0.027542,0.03233,0.915385,0.0,0.004684,0.0,0.024627,0.0,0.03732,0.023062,0.0,1.1e-05
173,0.021505,0.099576,0.046823,0.912821,0.0,0.004542,0.0,0.050129,0.0,0.037011,0.026177,0.0,5.6e-05
174,0.021505,0.041314,0.039019,0.915385,0.0,0.004684,0.0,0.048703,0.0,0.037122,0.022834,0.0,5.6e-05
175,0.021505,0.019068,0.03233,0.915385,0.0,0.003406,0.0,0.030192,0.0,0.038761,0.026256,0.0,1.1e-05
176,0.010753,0.01589,0.027871,0.915385,0.0,0.004967,0.0,0.041105,0.0,0.027118,0.019966,0.0,4.5e-05
177,0.021505,0.010593,0.023411,0.915385,0.0,0.003406,0.000122,0.030084,0.013699,0.040745,0.024361,0.0,2.2e-05
178,0.010753,0.008475,0.020067,0.915385,0.0,0.005819,0.0,0.046056,0.013699,0.03456,0.021501,0.0,3.4e-05
179,0.021505,0.007415,0.016722,0.912821,0.0,0.005251,0.0,0.046865,0.0,0.032206,0.022054,0.0,2.2e-05
180,0.021505,0.024364,0.018952,0.912821,0.0,0.005251,0.000122,0.043424,0.0,0.039389,0.024229,0.0,4.5e-05
181,0.010753,0.01589,0.017837,0.912821,0.0,0.003974,0.0,0.046964,0.0,0.033759,0.021089,0.0,2.2e-05
182,0.021505,0.014831,0.016722,0.910256,0.0,0.004684,0.000122,0.047515,0.0,0.038478,0.024071,0.0,5.6e-05
183,0.021505,0.005297,0.012263,0.910256,0.0,0.005961,0.000122,0.040824,0.013699,0.031972,0.020676,0.0,2.2e-05
184,0.021505,0.042373,0.023411,0.912821,0.0,0.004967,0.0,0.041675,0.0,0.03196,0.023413,0.0,4.5e-05
185,0.021505,0.023305,0.020067,0.917949,0.0,0.005251,0.0,0.043387,0.013699,0.028178,0.019615,0.0,5.6e-05
186,0.021505,0.024364,0.018952,0.915385,0.0,0.006103,0.0,0.048867,0.013699,0.043061,0.024966,0.0,2.2e-05
187,0.021505,0.022246,0.017837,0.910256,0.0,0.005961,0.0,0.039361,0.013699,0.023299,0.017492,0.0,4.5e-05
188,0.021505,0.014831,0.014493,0.910256,0.0,0.004825,0.0,0.052027,0.013699,0.031048,0.019711,0.0,2.2e-05
189,0.021505,0.013771,0.013378,0.912821,0.0,0.003406,0.0,0.040689,0.0,0.039402,0.021992,0.0,2.2e-05
190,0.021505,0.013771,0.011148,0.915385,0.0,0.004825,0.0,0.047239,0.0,0.031664,0.018545,0.0,2.2e-05
191,0.021505,0.011653,0.010033,0.915385,0.0,0.003264,0.0,0.043344,0.013699,0.037209,0.022343,0.0,3.4e-05
192,0.010753,0.014831,0.011148,0.912821,0.0,0.004258,0.0,0.041063,0.0,0.027869,0.017878,0.0,3.4e-05
193,0.021505,0.016949,0.011148,0.912821,0.0,0.004258,0.0,0.049026,0.027397,0.033549,0.022106,0.0,4.5e-05
194,0.010753,0.019068,0.012263,0.915385,0.0,0.004542,0.0,0.047464,0.0,0.030642,0.017281,0.0,3.4e-05
195,0.010753,0.014831,0.011148,0.912821,0.0,0.0044,0.0,0.04333,0.0,0.034473,0.019992,0.0,1.1e-05
196,0.021505,0.050847,0.024526,0.910256,0.0,0.004967,0.000122,0.06057,0.0,0.026539,0.018483,0.0,4.5e-05
197,0.021505,0.03178,0.023411,0.910256,0.0,0.004967,0.0,0.05199,0.0,0.029939,0.018115,0.0,3.4e-05
198,0.021505,0.039195,0.026756,0.905128,0.0,0.006387,0.000122,0.063217,0.013699,0.033685,0.019308,0.0,4.5e-05
199,0.021505,0.085805,0.049052,0.907692,0.0,0.004542,0.0,0.039538,0.0,0.030999,0.018229,0.0,1.1e-05
200,0.021505,0.055085,0.047938,0.912821,0.0,0.004258,0.0,0.037598,0.0,0.029681,0.018071,0.0,3.4e-05
201,0.021505,0.058263,0.050167,0.910256,0.0,0.0044,0.0,0.049386,0.0,0.033722,0.018211,0.0,2.2e-05
202,0.021505,0.047669,0.047938,0.912821,0.0,0.003974,0.000122,0.049128,0.0,0.040092,0.021738,0.0,3.4e-05
203,0.010753,0.016949,0.037904,0.912821,0.0,0.003974,0.0,0.05083,0.013699,0.024949,0.016711,0.0,2.2e-05
204,0.010753,0.021186,0.03456,0.912821,0.0,0.002697,0.000122,0.031823,0.013699,0.033845,0.018975,0.0,4.5e-05
205,0.021505,0.014831,0.028986,0.912821,0.0,0.004825,0.000244,0.043733,0.013699,0.031529,0.018667,0.0,3.4e-05
206,0.010753,0.022246,0.027871,0.912821,0.0,0.003974,0.0,0.046622,0.0,0.027833,0.019115,0.0,4.5e-05
207,0.021505,0.019068,0.024526,0.912821,0.0,0.002697,0.0,0.042774,0.0,0.025381,0.017878,0.0,3.4e-05
208,0.021505,0.007415,0.018952,0.907692,0.0,0.004542,0.0,0.040656,0.0,0.029348,0.018246,0.0,3.4e-05
209,0.021505,0.006356,0.015608,0.905128,0.0,0.004116,0.000855,0.033053,0.013699,0.023717,0.016843,0.0,2.2e-05
